"","MUNIC_RES","ANO_MES_INTERNACAO","n_internacoes"
"965","280430","2020-03",2
"966","280450","2020-03",1
"967","280460","2020-03",1
"968","280470","2020-03",1
"969","280480","2020-03",11
"970","280490","2020-03",1
"971","280540","2020-03",2
"972","280570","2020-03",1
"973","280590","2020-03",5
"974","280650","2020-03",3
"975","280670","2020-03",2
"976","280680","2020-03",1
"977","280720","2020-03",1
"978","280740","2020-03",1
"979","292700","2020-03",1
"980","280020","2020-04",9
"981","280030","2020-04",15
"982","280040","2020-04",2
"983","280067","2020-04",2
"984","280100","2020-04",1
"985","280130","2020-04",2
"986","280210","2020-04",1
"987","280250","2020-04",1
"988","280270","2020-04",1
"989","280280","2020-04",2
"990","280290","2020-04",1
"991","280300","2020-04",2
"992","280320","2020-04",1
"993","280350","2020-04",2
"994","280360","2020-04",1
"995","280390","2020-04",1
"996","280420","2020-04",1
"997","280430","2020-04",2
"998","280480","2020-04",11
"999","280490","2020-04",1
"1000","280500","2020-04",1
"1001","280520","2020-04",1
"1002","280560","2020-04",1
"1003","280570","2020-04",1
"1004","280670","2020-04",6
"1005","280680","2020-04",1
"1006","280710","2020-04",1
"1007","280720","2020-04",1
"1008","280740","2020-04",1
"1009","292420","2020-04",1
"1010","280020","2020-05",15
"1011","280030","2020-05",19
"1012","280050","2020-05",1
"1013","280067","2020-05",1
"1014","280130","2020-05",1
"1015","280150","2020-05",1
"1016","280200","2020-05",1
"1017","280210","2020-05",7
"1018","280260","2020-05",1
"1019","280280","2020-05",1
"1020","280290","2020-05",4
"1021","280300","2020-05",2
"1022","280330","2020-05",1
"1023","280350","2020-05",2
"1024","280360","2020-05",1
"1025","280380","2020-05",1
"1026","280450","2020-05",1
"1027","280480","2020-05",5
"1028","280520","2020-05",1
"1029","280560","2020-05",1
"1030","280570","2020-05",1
"1031","280580","2020-05",1
"1032","280590","2020-05",2
"1033","280630","2020-05",2
"1034","280650","2020-05",1
"1035","280670","2020-05",2
"1036","280710","2020-05",1
"1037","280750","2020-05",1
"1038","291790","2020-05",2
"1039","280010","2020-06",1
"1040","280020","2020-06",11
"1041","280030","2020-06",22
"1042","280067","2020-06",5
"1043","280100","2020-06",2
"1044","280120","2020-06",1
"1045","280130","2020-06",2
"1046","280170","2020-06",1
"1047","280210","2020-06",4
"1048","280240","2020-06",1
"1049","280280","2020-06",2
"1050","280290","2020-06",1
"1051","280300","2020-06",1
"1052","280320","2020-06",1
"1053","280350","2020-06",2
"1054","280360","2020-06",1
"1055","280450","2020-06",1
"1056","280470","2020-06",1
"1057","280480","2020-06",9
"1058","280550","2020-06",3
"1059","280570","2020-06",1
"1060","280590","2020-06",2
"1061","280650","2020-06",1
"1062","280670","2020-06",4
"1063","280710","2020-06",1
"1064","280720","2020-06",1
"1065","280740","2020-06",2
"1066","280750","2020-06",1
"1067","280760","2020-06",1
"1068","292420","2020-06",1
"1069","270750","2020-07",1
"1070","280020","2020-07",8
"1071","280030","2020-07",18
"1072","280040","2020-07",1
"1073","280060","2020-07",1
"1074","280070","2020-07",1
"1075","280110","2020-07",1
"1076","280130","2020-07",3
"1077","280150","2020-07",1
"1078","280210","2020-07",11
"1079","280230","2020-07",1
"1080","280260","2020-07",1
"1081","280280","2020-07",2
"1082","280310","2020-07",1
"1083","280330","2020-07",1
"1084","280340","2020-07",2
"1085","280350","2020-07",2
"1086","280360","2020-07",1
"1087","280420","2020-07",1
"1088","280440","2020-07",1
"1089","280470","2020-07",1
"1090","280480","2020-07",3
"1091","280490","2020-07",1
"1092","280510","2020-07",2
"1093","280530","2020-07",1
"1094","280570","2020-07",1
"1095","280590","2020-07",1
"1096","280620","2020-07",1
"1097","280630","2020-07",1
"1098","280670","2020-07",4
"1099","280710","2020-07",3
"1100","280740","2020-07",1
"1101","280750","2020-07",1
"1102","280760","2020-07",1
"1103","290860","2020-07",1
"1104","290920","2020-07",2
"1105","292420","2020-07",1
"1106","280020","2020-08",14
"1107","280030","2020-08",12
"1108","280050","2020-08",1
"1109","280060","2020-08",1
"1110","280067","2020-08",1
"1111","280110","2020-08",1
"1112","280130","2020-08",3
"1113","280150","2020-08",1
"1114","280200","2020-08",1
"1115","280210","2020-08",9
"1116","280240","2020-08",1
"1117","280280","2020-08",1
"1118","280290","2020-08",3
"1119","280300","2020-08",3
"1120","280320","2020-08",1
"1121","280350","2020-08",5
"1122","280400","2020-08",1
"1123","280430","2020-08",1
"1124","280480","2020-08",5
"1125","280510","2020-08",1
"1126","280530","2020-08",1
"1127","280550","2020-08",1
"1128","280570","2020-08",2
"1129","280590","2020-08",1
"1130","280620","2020-08",2
"1131","280630","2020-08",2
"1132","280670","2020-08",4
"1133","280710","2020-08",1
"1134","280720","2020-08",1
"1135","280740","2020-08",1
"1136","280760","2020-08",4
"1137","291790","2020-08",1
"1138","350330","2020-08",2
"1139","280020","2020-09",6
"1140","280030","2020-09",20
"1141","280040","2020-09",1
"1142","280050","2020-09",2
"1143","280060","2020-09",1
"1144","280060","2020-09",1
"1145","280130","2020-09",4
"1146","280140","2020-09",3
"1147","280150","2020-09",2
"1148","280170","2020-09",3
"1149","280210","2020-09",5
"1150","280230","2020-09",1
"1151","280240","2020-09",1
"1152","280290","2020-09",4
"1153","280300","2020-09",1
"1154","280320","2020-09",1
"1155","280340","2020-09",1
"1156","280340","2020-09",1
"1157","280350","2020-09",4
"1158","280440","2020-09",1
"1159","280450","2020-09",2
"1160","280460","2020-09",1
"1161","280480","2020-09",9
"1162","280490","2020-09",1
"1163","280510","2020-09",3
"1164","280540","2020-09",3
"1165","280560","2020-09",3
"1166","280590","2020-09",4
"1167","280600","2020-09",1
"1168","280630","2020-09",2
"1169","280660","2020-09",2
"1170","280670","2020-09",5
"1171","280730","2020-09",1
"1172","280740","2020-09",1
"1173","280760","2020-09",2
"1174","291790","2020-09",3
"1175","280020","2020-10",17
"1176","280030","2020-10",13
"1177","280030","2020-10",3
"1178","280040","2020-10",1
"1179","280060","2020-10",1
"1180","280100","2020-10",1
"1181","280120","2020-10",1
"1182","280130","2020-10",8
"1183","280140","2020-10",1
"1184","280160","2020-10",1
"1185","280170","2020-10",5
"1186","280210","2020-10",1
"1187","280210","2020-10",7
"1188","280270","2020-10",1
"1189","280280","2020-10",1
"1190","280290","2020-10",1
"1191","280300","2020-10",1
"1192","280300","2020-10",3
"1193","280340","2020-10",1
"1194","280340","2020-10",1
"1195","280350","2020-10",2
"1196","280350","2020-10",2
"1197","280360","2020-10",1
"1198","280360","2020-10",2
"1199","280390","2020-10",1
"1200","280390","2020-10",1
"1201","280450","2020-10",2
"1202","280480","2020-10",7
"1203","280480","2020-10",1
"1204","280520","2020-10",2
"1205","280560","2020-10",2
"1206","280570","2020-10",5
"1207","280570","2020-10",2
"1208","280630","2020-10",2
"1209","280660","2020-10",1
"1210","280670","2020-10",3
"1211","280670","2020-10",2
"1212","280690","2020-10",1
"1213","280710","2020-10",1
"1214","280710","2020-10",1
"1215","280740","2020-10",2
"1216","280760","2020-10",6
"1217","290860","2020-10",1
"1218","290920","2020-10",2
"1219","291650","2020-10",1
"1220","291790","2020-10",1
"1221","292700","2020-10",1
"1222","292700","2020-10",1
"1223","280020","2020-11",12
"1224","280030","2020-11",6
"1225","280030","2020-11",12
"1226","280050","2020-11",1
"1227","280067","2020-11",4
"1228","280120","2020-11",1
"1229","280120","2020-11",1
"1230","280130","2020-11",3
"1231","280170","2020-11",2
"1232","280210","2020-11",6
"1233","280240","2020-11",1
"1234","280280","2020-11",2
"1235","280290","2020-11",1
"1236","280290","2020-11",3
"1237","280340","2020-11",1
"1238","280340","2020-11",1
"1239","280350","2020-11",4
"1240","280360","2020-11",1
"1241","280370","2020-11",1
"1242","280400","2020-11",1
"1243","280410","2020-11",1
"1244","280430","2020-11",1
"1245","280430","2020-11",1
"1246","280450","2020-11",1
"1247","280450","2020-11",1
"1248","280480","2020-11",5
"1249","280480","2020-11",3
"1250","280510","2020-11",1
"1251","280520","2020-11",1
"1252","280560","2020-11",1
"1253","280580","2020-11",1
"1254","280580","2020-11",1
"1255","280630","2020-11",1
"1256","280660","2020-11",1
"1257","280670","2020-11",1
"1258","280670","2020-11",2
"1259","280680","2020-11",1
"1260","280690","2020-11",2
"1261","280710","2020-11",5
"1262","280740","2020-11",1
"1263","280760","2020-11",4
"1264","290860","2020-11",1
"1265","290920","2020-11",1
"1266","291650","2020-11",1
"1267","292700","2020-11",1
"1268","280020","2020-12",12
"1269","280030","2020-12",2
"1270","280030","2020-12",16
"1271","280060","2020-12",3
"1272","280067","2020-12",1
"1273","280100","2020-12",1
"1274","280110","2020-12",1
"1275","280110","2020-12",1
"1276","280130","2020-12",5
"1277","280130","2020-12",2
"1278","280160","2020-12",1
"1279","280210","2020-12",4
"1280","280260","2020-12",1
"1281","280280","2020-12",1
"1282","280290","2020-12",1
"1283","280300","2020-12",1
"1284","280300","2020-12",2
"1285","280310","2020-12",1
"1286","280330","2020-12",2
"1287","280350","2020-12",4
"1288","280360","2020-12",2
"1289","280380","2020-12",1
"1290","280410","2020-12",1
"1291","280440","2020-12",1
"1292","280450","2020-12",1
"1293","280460","2020-12",1
"1294","280480","2020-12",2
"1295","280480","2020-12",6
"1296","280570","2020-12",2
"1297","280580","2020-12",1
"1298","280590","2020-12",2
"1299","280630","2020-12",1
"1300","280670","2020-12",3
"1301","280670","2020-12",3
"1302","280710","2020-12",1
"1303","280740","2020-12",3
"1304","280750","2020-12",1
"1305","280760","2020-12",2
"1306","292380","2020-12",1
"1307","270750","2021-01",2
"1308","280010","2021-01",1
"1309","280020","2021-01",11
"1310","280030","2021-01",23
"1311","280040","2021-01",2
"1312","280060","2021-01",2
"1313","280067","2021-01",1
"1314","280110","2021-01",2
"1315","280120","2021-01",1
"1316","280160","2021-01",1
"1317","280170","2021-01",1
"1318","280210","2021-01",7
"1319","280230","2021-01",1
"1320","280280","2021-01",2
"1321","280290","2021-01",7
"1322","280300","2021-01",1
"1323","280330","2021-01",1
"1324","280340","2021-01",2
"1325","280350","2021-01",9
"1326","280360","2021-01",2
"1327","280390","2021-01",1
"1328","280480","2021-01",7
"1329","280510","2021-01",1
"1330","280570","2021-01",1
"1331","280600","2021-01",2
"1332","280670","2021-01",2
"1333","280710","2021-01",2
"1334","280760","2021-01",4
"1335","291790","2021-01",2
"1336","292420","2021-01",1
"1337","292470","2021-01",1
"1338","350330","2021-01",1
"1339","280010","2021-02",1
"1340","280020","2021-02",7
"1341","280030","2021-02",7
"1342","280040","2021-02",3
"1343","280067","2021-02",2
"1344","280100","2021-02",1
"1345","280130","2021-02",4
"1346","280140","2021-02",1
"1347","280200","2021-02",1
"1348","280210","2021-02",9
"1349","280280","2021-02",2
"1350","280290","2021-02",5
"1351","280300","2021-02",2
"1352","280320","2021-02",3
"1353","280340","2021-02",2
"1354","280350","2021-02",1
"1355","280400","2021-02",2
"1356","280410","2021-02",1
"1357","280450","2021-02",1
"1358","280480","2021-02",2
"1359","280540","2021-02",1
"1360","280570","2021-02",1
"1361","280580","2021-02",1
"1362","280590","2021-02",1
"1363","280640","2021-02",1
"1364","280670","2021-02",4
"1365","280680","2021-02",1
"1366","280710","2021-02",1
"1367","280760","2021-02",1
"1368","291075","2021-02",1
"1369","292420","2021-02",1
"1370","292700","2021-02",2
"1371","280020","2021-03",12
"1372","280030","2021-03",16
"1373","280050","2021-03",1
"1374","280067","2021-03",1
"1375","280110","2021-03",2
"1376","280150","2021-03",1
"1377","280170","2021-03",1
"1378","280210","2021-03",5
"1379","280280","2021-03",1
"1380","280300","2021-03",2
"1381","280320","2021-03",1
"1382","280330","2021-03",2
"1383","280340","2021-03",1
"1384","280350","2021-03",3
"1385","280370","2021-03",1
"1386","280390","2021-03",1
"1387","280440","2021-03",1
"1388","280450","2021-03",1
"1389","280460","2021-03",1
"1390","280480","2021-03",11
"1391","280590","2021-03",1
"1392","280620","2021-03",1
"1393","280670","2021-03",11
"1394","280710","2021-03",2
"1395","280760","2021-03",5
"1396","290860","2021-03",2
"1397","290920","2021-03",1
"1398","292420","2021-03",1
"1399","280020","2021-04",6
"1400","280030","2021-04",9
"1401","280050","2021-04",1
"1402","280067","2021-04",3
"1403","280070","2021-04",1
"1404","280120","2021-04",2
"1405","280130","2021-04",1
"1406","280170","2021-04",4
"1407","280210","2021-04",2
"1408","280230","2021-04",1
"1409","280280","2021-04",2
"1410","280290","2021-04",2
"1411","280300","2021-04",2
"1412","280340","2021-04",1
"1413","280350","2021-04",8
"1414","280450","2021-04",2
"1415","280460","2021-04",1
"1416","280480","2021-04",6
"1417","280490","2021-04",1
"1418","280540","2021-04",1
"1419","280630","2021-04",2
"1420","280670","2021-04",6
"1421","280710","2021-04",1
"1422","280750","2021-04",4
"1423","280760","2021-04",3
"1424","291790","2021-04",1
"1425","292420","2021-04",2
"1426","261160","2021-05",1
"1427","270640","2021-05",1
"1428","280020","2021-05",4
"1429","280030","2021-05",17
"1430","280040","2021-05",1
"1431","280050","2021-05",1
"1432","280060","2021-05",1
"1433","280067","2021-05",1
"1434","280070","2021-05",1
"1435","280110","2021-05",1
"1436","280120","2021-05",2
"1437","280130","2021-05",3
"1438","280140","2021-05",2
"1439","280160","2021-05",1
"1440","280170","2021-05",1
"1441","280200","2021-05",1
"1442","280210","2021-05",2
"1443","280280","2021-05",2
"1444","280290","2021-05",2
"1445","280300","2021-05",1
"1446","280320","2021-05",1
"1447","280330","2021-05",1
"1448","280350","2021-05",4
"1449","280360","2021-05",1
"1450","280370","2021-05",3
"1451","280390","2021-05",1
"1452","280450","2021-05",1
"1453","280470","2021-05",2
"1454","280480","2021-05",12
"1455","280510","2021-05",1
"1456","280540","2021-05",2
"1457","280560","2021-05",1
"1458","280570","2021-05",1
"1459","280600","2021-05",1
"1460","280630","2021-05",3
"1461","280750","2021-05",1
"1462","280760","2021-05",1
"1463","261160","2021-06",1
"1464","280020","2021-06",10
"1465","280030","2021-06",21
"1466","280040","2021-06",1
"1467","280060","2021-06",2
"1468","280067","2021-06",6
"1469","280100","2021-06",1
"1470","280130","2021-06",3
"1471","280140","2021-06",1
"1472","280200","2021-06",1
"1473","280210","2021-06",6
"1474","280280","2021-06",4
"1475","280290","2021-06",3
"1476","280300","2021-06",1
"1477","280340","2021-06",1
"1478","280360","2021-06",3
"1479","280390","2021-06",1
"1480","280440","2021-06",1
"1481","280450","2021-06",3
"1482","280480","2021-06",12
"1483","280570","2021-06",3
"1484","280610","2021-06",1
"1485","280630","2021-06",1
"1486","280670","2021-06",4
"1487","280680","2021-06",1
"1488","280740","2021-06",1
"1489","280750","2021-06",1
"1490","280760","2021-06",1
"1491","291790","2021-06",3
"1492","280020","2021-07",13
"1493","280030","2021-07",19
"1494","280040","2021-07",3
"1495","280060","2021-07",1
"1496","280067","2021-07",1
"1497","280070","2021-07",2
"1498","280110","2021-07",1
"1499","280130","2021-07",2
"1500","280150","2021-07",1
"1501","280210","2021-07",10
"1502","280240","2021-07",1
"1503","280260","2021-07",2
"1504","280290","2021-07",6
"1505","280300","2021-07",1
"1506","280320","2021-07",1
"1507","280330","2021-07",1
"1508","280340","2021-07",1
"1509","280350","2021-07",3
"1510","280370","2021-07",1
"1511","280400","2021-07",4
"1512","280410","2021-07",1
"1513","280430","2021-07",1
"1514","280450","2021-07",3
"1515","280480","2021-07",4
"1516","280500","2021-07",1
"1517","280510","2021-07",1
"1518","280570","2021-07",1
"1519","280580","2021-07",1
"1520","280590","2021-07",4
"1521","280630","2021-07",1
"1522","280640","2021-07",1
"1523","280660","2021-07",1
"1524","280670","2021-07",7
"1525","280690","2021-07",1
"1526","280710","2021-07",1
"1527","280740","2021-07",1
"1528","280760","2021-07",1
"1529","280020","2021-08",12
"1530","280030","2021-08",25
"1531","280040","2021-08",1
"1532","280050","2021-08",1
"1533","280060","2021-08",1
"1534","280067","2021-08",2
"1535","280100","2021-08",1
"1536","280110","2021-08",2
"1537","280130","2021-08",5
"1538","280170","2021-08",3
"1539","280200","2021-08",1
"1540","280210","2021-08",5
"1541","280230","2021-08",1
"1542","280250","2021-08",1
"1543","280270","2021-08",1
"1544","280290","2021-08",3
"1545","280300","2021-08",2
"1546","280320","2021-08",1
"1547","280340","2021-08",1
"1548","280350","2021-08",11
"1549","280360","2021-08",4
"1550","280370","2021-08",5
"1551","280380","2021-08",1
"1552","280430","2021-08",1
"1553","280440","2021-08",2
"1554","280450","2021-08",1
"1555","280460","2021-08",1
"1556","280480","2021-08",5
"1557","280510","2021-08",1
"1558","280530","2021-08",2
"1559","280560","2021-08",1
"1560","280590","2021-08",5
"1561","280600","2021-08",1
"1562","280630","2021-08",1
"1563","280670","2021-08",9
"1564","280710","2021-08",1
"1565","280740","2021-08",3
"1566","280750","2021-08",1
"1567","280760","2021-08",3
"1568","291650","2021-08",1
"1569","292400","2021-08",1
"1570","280020","2021-09",6
"1571","280030","2021-09",18
"1572","280040","2021-09",1
"1573","280060","2021-09",2
"1574","280067","2021-09",4
"1575","280070","2021-09",1
"1576","280120","2021-09",1
"1577","280170","2021-09",1
"1578","280210","2021-09",5
"1579","280230","2021-09",3
"1580","280280","2021-09",4
"1581","280290","2021-09",3
"1582","280300","2021-09",1
"1583","280320","2021-09",2
"1584","280340","2021-09",1
"1585","280350","2021-09",3
"1586","280360","2021-09",2
"1587","280370","2021-09",2
"1588","280430","2021-09",2
"1589","280445","2021-09",1
"1590","280450","2021-09",2
"1591","280480","2021-09",13
"1592","280490","2021-09",1
"1593","280510","2021-09",1
"1594","280520","2021-09",1
"1595","280530","2021-09",2
"1596","280540","2021-09",1
"1597","280580","2021-09",2
"1598","280590","2021-09",2
"1599","280650","2021-09",2
"1600","280660","2021-09",1
"1601","280670","2021-09",6
"1602","280710","2021-09",1
"1603","280740","2021-09",1
"1604","280750","2021-09",1
"1605","280760","2021-09",1
"1606","290920","2021-09",1
"1607","291790","2021-09",1
"1608","280010","2021-10",1
"1609","280020","2021-10",18
"1610","280030","2021-10",17
"1611","280067","2021-10",2
"1612","280120","2021-10",1
"1613","280130","2021-10",4
"1614","280140","2021-10",1
"1615","280210","2021-10",1
"1616","280280","2021-10",2
"1617","280290","2021-10",3
"1618","280310","2021-10",1
"1619","280350","2021-10",6
"1620","280400","2021-10",1
"1621","280410","2021-10",1
"1622","280430","2021-10",2
"1623","280445","2021-10",1
"1624","280480","2021-10",5
"1625","280570","2021-10",1
"1626","280590","2021-10",2
"1627","280620","2021-10",1
"1628","280650","2021-10",1
"1629","280660","2021-10",1
"1630","280670","2021-10",2
"1631","280680","2021-10",1
"1632","280710","2021-10",3
"1633","280720","2021-10",2
"1634","280730","2021-10",1
"1635","280740","2021-10",1
"1636","280760","2021-10",3
"1637","290860","2021-10",1
"1638","292380","2021-10",1
"1639","280020","2021-11",19
"1640","280030","2021-11",26
"1641","280067","2021-11",2
"1642","280110","2021-11",1
"1643","280120","2021-11",1
"1644","280130","2021-11",7
"1645","280160","2021-11",1
"1646","280170","2021-11",2
"1647","280210","2021-11",2
"1648","280220","2021-11",1
"1649","280230","2021-11",2
"1650","280260","2021-11",1
"1651","280280","2021-11",2
"1652","280340","2021-11",1
"1653","280350","2021-11",3
"1654","280370","2021-11",1
"1655","280410","2021-11",1
"1656","280440","2021-11",1
"1657","280480","2021-11",7
"1658","280570","2021-11",3
"1659","280610","2021-11",1
"1660","280620","2021-11",2
"1661","280630","2021-11",2
"1662","280660","2021-11",1
"1663","280680","2021-11",1
"1664","280710","2021-11",1
"1665","280740","2021-11",2
"1666","270750","2021-12",1
"1667","280020","2021-12",19
"1668","280030","2021-12",18
"1669","280067","2021-12",1
"1670","280070","2021-12",1
"1671","280110","2021-12",1
"1672","280130","2021-12",9
"1673","280140","2021-12",1
"1674","280210","2021-12",1
"1675","280230","2021-12",2
"1676","280280","2021-12",1
"1677","280290","2021-12",3
"1678","280320","2021-12",4
"1679","280350","2021-12",3
"1680","280360","2021-12",3
"1681","280390","2021-12",2
"1682","280460","2021-12",1
"1683","280480","2021-12",5
"1684","280510","2021-12",2
"1685","280650","2021-12",1
"1686","280670","2021-12",2
"1687","280680","2021-12",1
"1688","280740","2021-12",1
"1689","280760","2021-12",2
"1690","290920","2021-12",1
"1691","280020","2022-01",13
"1692","280030","2022-01",15
"1693","280060","2022-01",2
"1694","280067","2022-01",1
"1695","280110","2022-01",1
"1696","280120","2022-01",1
"1697","280130","2022-01",5
"1698","280170","2022-01",1
"1699","280200","2022-01",1
"1700","280210","2022-01",5
"1701","280270","2022-01",1
"1702","280280","2022-01",1
"1703","280290","2022-01",3
"1704","280350","2022-01",8
"1705","280430","2022-01",3
"1706","280440","2022-01",1
"1707","280450","2022-01",1
"1708","280460","2022-01",1
"1709","280480","2022-01",5
"1710","280490","2022-01",1
"1711","280500","2022-01",1
"1712","280520","2022-01",1
"1713","280570","2022-01",2
"1714","280610","2022-01",1
"1715","280620","2022-01",2
"1716","280670","2022-01",3
"1717","280720","2022-01",1
"1718","280740","2022-01",1
"1719","280020","2022-02",10
"1720","280030","2022-02",19
"1721","280040","2022-02",1
"1722","280060","2022-02",1
"1723","280110","2022-02",1
"1724","280120","2022-02",1
"1725","280130","2022-02",7
"1726","280210","2022-02",1
"1727","280290","2022-02",1
"1728","280350","2022-02",1
"1729","280360","2022-02",1
"1730","280450","2022-02",1
"1731","280480","2022-02",5
"1732","280490","2022-02",1
"1733","280570","2022-02",1
"1734","280590","2022-02",5
"1735","280620","2022-02",2
"1736","280670","2022-02",6
"1737","280680","2022-02",1
"1738","280710","2022-02",1
"1739","280730","2022-02",1
"1740","291790","2022-02",2
"1741","280020","2022-03",16
"1742","280030","2022-03",19
"1743","280050","2022-03",1
"1744","280067","2022-03",1
"1745","280130","2022-03",11
"1746","280160","2022-03",1
"1747","280170","2022-03",1
"1748","280190","2022-03",1
"1749","280200","2022-03",1
"1750","280210","2022-03",3
"1751","280260","2022-03",2
"1752","280290","2022-03",5
"1753","280300","2022-03",1
"1754","280330","2022-03",2
"1755","280350","2022-03",2
"1756","280390","2022-03",1
"1757","280450","2022-03",1
"1758","280480","2022-03",7
"1759","280570","2022-03",1
"1760","280580","2022-03",1
"1761","280590","2022-03",5
"1762","280630","2022-03",2
"1763","280660","2022-03",1
"1764","280670","2022-03",4
"1765","280680","2022-03",1
"1766","280740","2022-03",1
"1767","280750","2022-03",1
"1768","280760","2022-03",1
"1769","351880","2022-03",1
"1770","430468","2022-03",1
"1771","280020","2022-04",16
"1772","280030","2022-04",8
"1773","280040","2022-04",1
"1774","280060","2022-04",1
"1775","280067","2022-04",2
"1776","280120","2022-04",2
"1777","280130","2022-04",7
"1778","280140","2022-04",1
"1779","280150","2022-04",1
"1780","280170","2022-04",3
"1781","280210","2022-04",3
"1782","280280","2022-04",3
"1783","280290","2022-04",3
"1784","280300","2022-04",1
"1785","280320","2022-04",3
"1786","280350","2022-04",3
"1787","280370","2022-04",1
"1788","280400","2022-04",1
"1789","280440","2022-04",1
"1790","280480","2022-04",8
"1791","280510","2022-04",1
"1792","280570","2022-04",1
"1793","280580","2022-04",1
"1794","280590","2022-04",2
"1795","280670","2022-04",3
"1796","280710","2022-04",2
"1797","280740","2022-04",1
"1798","280760","2022-04",1
"1799","292740","2022-04",1
"1800","270750","2022-05",1
"1801","280020","2022-05",14
"1802","280030","2022-05",26
"1803","280040","2022-05",1
"1804","280100","2022-05",1
"1805","280110","2022-05",1
"1806","280120","2022-05",2
"1807","280130","2022-05",7
"1808","280170","2022-05",1
"1809","280190","2022-05",1
"1810","280210","2022-05",2
"1811","280220","2022-05",1
"1812","280260","2022-05",1
"1813","280280","2022-05",1
"1814","280320","2022-05",2
"1815","280350","2022-05",3
"1816","280360","2022-05",1
"1817","280380","2022-05",2
"1818","280390","2022-05",1
"1819","280430","2022-05",2
"1820","280445","2022-05",1
"1821","280480","2022-05",5
"1822","280530","2022-05",1
"1823","280560","2022-05",3
"1824","280590","2022-05",2
"1825","280650","2022-05",1
"1826","280670","2022-05",4
"1827","280740","2022-05",1
"1828","280750","2022-05",1
"1829","290860","2022-05",3
"1830","280020","2022-06",2
"1831","280030","2022-06",12
"1832","280040","2022-06",2
"1833","280060","2022-06",3
"1834","280067","2022-06",1
"1835","280120","2022-06",2
"1836","280130","2022-06",3
"1837","280200","2022-06",1
"1838","280210","2022-06",4
"1839","280280","2022-06",2
"1840","280290","2022-06",1
"1841","280300","2022-06",1
"1842","280310","2022-06",1
"1843","280350","2022-06",3
"1844","280360","2022-06",2
"1845","280390","2022-06",1
"1846","280410","2022-06",1
"1847","280480","2022-06",7
"1848","280500","2022-06",1
"1849","280560","2022-06",1
"1850","280570","2022-06",2
"1851","280590","2022-06",1
"1852","280650","2022-06",2
"1853","280670","2022-06",6
"1854","280710","2022-06",2
"1855","280740","2022-06",1
"1856","280020","2022-07",11
"1857","280030","2022-07",11
"1858","280040","2022-07",1
"1859","280067","2022-07",1
"1860","280110","2022-07",1
"1861","280120","2022-07",2
"1862","280130","2022-07",11
"1863","280150","2022-07",1
"1864","280210","2022-07",8
"1865","280240","2022-07",1
"1866","280280","2022-07",1
"1867","280290","2022-07",1
"1868","280300","2022-07",1
"1869","280350","2022-07",8
"1870","280360","2022-07",2
"1871","280370","2022-07",1
"1872","280380","2022-07",1
"1873","280390","2022-07",1
"1874","280430","2022-07",2
"1875","280445","2022-07",1
"1876","280480","2022-07",7
"1877","280490","2022-07",1
"1878","280520","2022-07",2
"1879","280550","2022-07",1
"1880","280590","2022-07",1
"1881","280600","2022-07",1
"1882","280620","2022-07",2
"1883","280630","2022-07",1
"1884","280670","2022-07",2
"1885","280680","2022-07",1
"1886","280710","2022-07",2
"1887","280740","2022-07",1
"1888","280750","2022-07",1
"1889","280760","2022-07",2
"1890","290860","2022-07",1
"1891","280020","2022-08",15
"1892","280030","2022-08",20
"1893","280040","2022-08",2
