"","MUNIC_RES","ANO_MES_INTERNACAO","n_internacoes"
"1894","280067","2022-08",1
"1895","280070","2022-08",1
"1896","280120","2022-08",2
"1897","280130","2022-08",7
"1898","280170","2022-08",2
"1899","280190","2022-08",1
"1900","280210","2022-08",9
"1901","280230","2022-08",1
"1902","280280","2022-08",1
"1903","280290","2022-08",5
"1904","280300","2022-08",2
"1905","280320","2022-08",2
"1906","280350","2022-08",8
"1907","280360","2022-08",1
"1908","280380","2022-08",1
"1909","280430","2022-08",1
"1910","280450","2022-08",2
"1911","280480","2022-08",6
"1912","280520","2022-08",1
"1913","280550","2022-08",4
"1914","280590","2022-08",1
"1915","280600","2022-08",1
"1916","280630","2022-08",1
"1917","280650","2022-08",1
"1918","280670","2022-08",6
"1919","280710","2022-08",3
"1920","280730","2022-08",1
"1921","280760","2022-08",2
"1922","290860","2022-08",1
"1923","292380","2022-08",1
"1924","280020","2022-09",17
"1925","280030","2022-09",14
"1926","280067","2022-09",2
"1927","280120","2022-09",2
"1928","280130","2022-09",5
"1929","280160","2022-09",1
"1930","280210","2022-09",10
"1931","280290","2022-09",3
"1932","280300","2022-09",2
"1933","280320","2022-09",1
"1934","280350","2022-09",4
"1935","280370","2022-09",1
"1936","280410","2022-09",1
"1937","280440","2022-09",1
"1938","280445","2022-09",1
"1939","280450","2022-09",1
"1940","280480","2022-09",1
"1941","280490","2022-09",1
"1942","280510","2022-09",2
"1943","280550","2022-09",2
"1944","280570","2022-09",2
"1945","280590","2022-09",1
"1946","280610","2022-09",1
"1947","280620","2022-09",2
"1948","280630","2022-09",3
"1949","280650","2022-09",1
"1950","280670","2022-09",2
"1951","280680","2022-09",1
"1952","280710","2022-09",7
"1953","280720","2022-09",1
"1954","280750","2022-09",1
"1955","280760","2022-09",2
"1956","291650","2022-09",1
"1957","280020","2022-10",13
"1958","280030","2022-10",13
"1959","280040","2022-10",1
"1960","280050","2022-10",1
"1961","280060","2022-10",3
"1962","280067","2022-10",4
"1963","280110","2022-10",1
"1964","280130","2022-10",1
"1965","280150","2022-10",1
"1966","280170","2022-10",2
"1967","280190","2022-10",1
"1968","280210","2022-10",2
"1969","280230","2022-10",2
"1970","280280","2022-10",1
"1971","280290","2022-10",2
"1972","280300","2022-10",2
"1973","280320","2022-10",2
"1974","280330","2022-10",1
"1975","280350","2022-10",8
"1976","280380","2022-10",1
"1977","280390","2022-10",1
"1978","280430","2022-10",2
"1979","280445","2022-10",1
"1980","280450","2022-10",1
"1981","280480","2022-10",9
"1982","280530","2022-10",1
"1983","280570","2022-10",1
"1984","280620","2022-10",1
"1985","280670","2022-10",4
"1986","280680","2022-10",1
"1987","280700","2022-10",1
"1988","280710","2022-10",3
"1989","291790","2022-10",2
"1990","350900","2022-10",1
"1991","270750","2022-11",2
"1992","280020","2022-11",20
"1993","280030","2022-11",14
"1994","280060","2022-11",1
"1995","280067","2022-11",1
"1996","280110","2022-11",1
"1997","280120","2022-11",3
"1998","280130","2022-11",7
"1999","280160","2022-11",1
"2000","280170","2022-11",5
"2001","280210","2022-11",5
"2002","280220","2022-11",1
"2003","280230","2022-11",1
"2004","280240","2022-11",1
"2005","280250","2022-11",1
"2006","280270","2022-11",1
"2007","280280","2022-11",1
"2008","280290","2022-11",4
"2009","280300","2022-11",1
"2010","280320","2022-11",2
"2011","280350","2022-11",4
"2012","280370","2022-11",1
"2013","280430","2022-11",1
"2014","280450","2022-11",1
"2015","280480","2022-11",4
"2016","280510","2022-11",1
"2017","280530","2022-11",1
"2018","280540","2022-11",1
"2019","280600","2022-11",1
"2020","280620","2022-11",1
"2021","280630","2022-11",2
"2022","280670","2022-11",3
"2023","280710","2022-11",2
"2024","280720","2022-11",1
"2025","280740","2022-11",1
"2026","280750","2022-11",2
"2027","280760","2022-11",1
"2028","280020","2022-12",6
"2029","280030","2022-12",10
"2030","280067","2022-12",1
"2031","280100","2022-12",1
"2032","280120","2022-12",2
"2033","280130","2022-12",2
"2034","280150","2022-12",2
"2035","280170","2022-12",2
"2036","280210","2022-12",8
"2037","280290","2022-12",3
"2038","280300","2022-12",5
"2039","280350","2022-12",8
"2040","280390","2022-12",1
"2041","280430","2022-12",1
"2042","280450","2022-12",1
"2043","280480","2022-12",4
"2044","280490","2022-12",2
"2045","280540","2022-12",1
"2046","280620","2022-12",1
"2047","280630","2022-12",2
"2048","280670","2022-12",2
"2049","280690","2022-12",1
"2050","280710","2022-12",2
"2051","280740","2022-12",1
"2052","292380","2022-12",1
"2053","280020","2023-01",10
"2054","280030","2023-01",15
"2055","280040","2023-01",2
"2056","280050","2023-01",2
"2057","280060","2023-01",1
"2058","280120","2023-01",1
"2059","280130","2023-01",4
"2060","280200","2023-01",1
"2061","280210","2023-01",2
"2062","280220","2023-01",1
"2063","280280","2023-01",2
"2064","280290","2023-01",3
"2065","280300","2023-01",1
"2066","280400","2023-01",1
"2067","280430","2023-01",2
"2068","280450","2023-01",2
"2069","280480","2023-01",5
"2070","280510","2023-01",1
"2071","280540","2023-01",1
"2072","280550","2023-01",1
"2073","280590","2023-01",1
"2074","280670","2023-01",7
"2075","280710","2023-01",2
"2076","280750","2023-01",2
"2077","280760","2023-01",1
"2078","292380","2023-01",1
"2079","280020","2023-02",19
"2080","280030","2023-02",13
"2081","280050","2023-02",1
"2082","280120","2023-02",1
"2083","280130","2023-02",2
"2084","280160","2023-02",1
"2085","280170","2023-02",2
"2086","280190","2023-02",1
"2087","280210","2023-02",2
"2088","280280","2023-02",1
"2089","280290","2023-02",1
"2090","280300","2023-02",1
"2091","280310","2023-02",1
"2092","280320","2023-02",1
"2093","280340","2023-02",1
"2094","280350","2023-02",6
"2095","280390","2023-02",1
"2096","280450","2023-02",1
"2097","280480","2023-02",5
"2098","280630","2023-02",1
"2099","280650","2023-02",1
"2100","280660","2023-02",1
"2101","280670","2023-02",5
"2102","280710","2023-02",5
"2103","280740","2023-02",1
"2104","280760","2023-02",1
"2105","290035","2023-02",1
"2106","291070","2023-02",1
"2107","280020","2023-03",10
"2108","280030","2023-03",10
"2109","280060","2023-03",1
"2110","280070","2023-03",1
"2111","280110","2023-03",1
"2112","280120","2023-03",2
"2113","280130","2023-03",3
"2114","280210","2023-03",2
"2115","280230","2023-03",1
"2116","280290","2023-03",7
"2117","280320","2023-03",1
"2118","280350","2023-03",7
"2119","280380","2023-03",1
"2120","280390","2023-03",1
"2121","280400","2023-03",1
"2122","280410","2023-03",1
"2123","280430","2023-03",1
"2124","280480","2023-03",5
"2125","280530","2023-03",3
"2126","280570","2023-03",3
"2127","280610","2023-03",1
"2128","280630","2023-03",1
"2129","280650","2023-03",1
"2130","280670","2023-03",5
"2131","280710","2023-03",5
"2132","280740","2023-03",1
"2133","280760","2023-03",1
"2134","290920","2023-03",1
"2135","292380","2023-03",1
"2136","270820","2023-04",1
"2137","280020","2023-04",21
"2138","280030","2023-04",17
"2139","280040","2023-04",1
"2140","280060","2023-04",2
"2141","280067","2023-04",3
"2142","280100","2023-04",2
"2143","280110","2023-04",1
"2144","280130","2023-04",2
"2145","280210","2023-04",2
"2146","280280","2023-04",1
"2147","280290","2023-04",4
"2148","280300","2023-04",3
"2149","280320","2023-04",1
"2150","280330","2023-04",1
"2151","280340","2023-04",1
"2152","280350","2023-04",7
"2153","280380","2023-04",1
"2154","280390","2023-04",2
"2155","280400","2023-04",1
"2156","280410","2023-04",1
"2157","280430","2023-04",2
"2158","280440","2023-04",1
"2159","280480","2023-04",3
"2160","280490","2023-04",2
"2161","280530","2023-04",1
"2162","280570","2023-04",1
"2163","280580","2023-04",2
"2164","280590","2023-04",1
"2165","280650","2023-04",1
"2166","280670","2023-04",2
"2167","280690","2023-04",1
"2168","280710","2023-04",2
"2169","280760","2023-04",1
"2170","280020","2023-05",12
"2171","280030","2023-05",14
"2172","280060","2023-05",2
"2173","280067","2023-05",2
"2174","280070","2023-05",1
"2175","280100","2023-05",1
"2176","280130","2023-05",3
"2177","280170","2023-05",1
"2178","280210","2023-05",3
"2179","280290","2023-05",5
"2180","280300","2023-05",2
"2181","280350","2023-05",11
"2182","280360","2023-05",1
"2183","280430","2023-05",1
"2184","280440","2023-05",1
"2185","280480","2023-05",13
"2186","280490","2023-05",1
"2187","280500","2023-05",1
"2188","280550","2023-05",1
"2189","280570","2023-05",2
"2190","280580","2023-05",2
"2191","280590","2023-05",7
"2192","280600","2023-05",1
"2193","280620","2023-05",1
"2194","280670","2023-05",7
"2195","280710","2023-05",6
"2196","280750","2023-05",2
"2197","280760","2023-05",1
"2198","291790","2023-05",1
"2199","292380","2023-05",3
"2200","280020","2023-06",11
"2201","280030","2023-06",16
"2202","280040","2023-06",2
"2203","280060","2023-06",1
"2204","280130","2023-06",4
"2205","280200","2023-06",1
"2206","280210","2023-06",7
"2207","280280","2023-06",6
"2208","280290","2023-06",4
"2209","280300","2023-06",5
"2210","280320","2023-06",1
"2211","280350","2023-06",10
"2212","280360","2023-06",1
"2213","280390","2023-06",1
"2214","280400","2023-06",1
"2215","280430","2023-06",1
"2216","280460","2023-06",2
"2217","280480","2023-06",9
"2218","280570","2023-06",2
"2219","280580","2023-06",3
"2220","280600","2023-06",1
"2221","280610","2023-06",3
"2222","280620","2023-06",3
"2223","280630","2023-06",1
"2224","280650","2023-06",2
"2225","280670","2023-06",2
"2226","280680","2023-06",1
"2227","280710","2023-06",7
"2228","280740","2023-06",1
"2229","280760","2023-06",1
"2230","290920","2023-06",1
"2231","261110","2023-07",1
"2232","270820","2023-07",1
"2233","280020","2023-07",13
"2234","280030","2023-07",17
"2235","280040","2023-07",1
"2236","280060","2023-07",1
"2237","280067","2023-07",3
"2238","280120","2023-07",1
"2239","280170","2023-07",1
"2240","280190","2023-07",1
"2241","280200","2023-07",2
"2242","280210","2023-07",9
"2243","280230","2023-07",1
"2244","280280","2023-07",4
"2245","280290","2023-07",4
"2246","280300","2023-07",4
"2247","280350","2023-07",3
"2248","280360","2023-07",3
"2249","280400","2023-07",2
"2250","280420","2023-07",1
"2251","280440","2023-07",2
"2252","280445","2023-07",1
"2253","280450","2023-07",1
"2254","280460","2023-07",1
"2255","280470","2023-07",1
"2256","280480","2023-07",8
"2257","280490","2023-07",3
"2258","280520","2023-07",1
"2259","280530","2023-07",1
"2260","280550","2023-07",3
"2261","280560","2023-07",2
"2262","280570","2023-07",3
"2263","280580","2023-07",1
"2264","280590","2023-07",1
"2265","280600","2023-07",1
"2266","280610","2023-07",1
"2267","280620","2023-07",1
"2268","280630","2023-07",2
"2269","280660","2023-07",1
"2270","280670","2023-07",2
"2271","280740","2023-07",3
"2272","280750","2023-07",2
"2273","291790","2023-07",2
"2274","261110","2023-08",1
"2275","270750","2023-08",1
"2276","280020","2023-08",14
"2277","280030","2023-08",18
"2278","280060","2023-08",1
"2279","280067","2023-08",1
"2280","280100","2023-08",1
"2281","280110","2023-08",1
"2282","280130","2023-08",5
"2283","280140","2023-08",2
"2284","280150","2023-08",1
"2285","280160","2023-08",1
"2286","280190","2023-08",1
"2287","280210","2023-08",3
"2288","280230","2023-08",1
"2289","280280","2023-08",2
"2290","280290","2023-08",3
"2291","280300","2023-08",4
"2292","280310","2023-08",1
"2293","280320","2023-08",1
"2294","280330","2023-08",1
"2295","280350","2023-08",12
"2296","280360","2023-08",2
"2297","280390","2023-08",1
"2298","280410","2023-08",1
"2299","280450","2023-08",3
"2300","280460","2023-08",2
"2301","280480","2023-08",5
"2302","280490","2023-08",1
"2303","280540","2023-08",1
"2304","280590","2023-08",2
"2305","280620","2023-08",1
"2306","280630","2023-08",3
"2307","280660","2023-08",1
"2308","280670","2023-08",5
"2309","280710","2023-08",1
"2310","280720","2023-08",1
"2311","280750","2023-08",4
"2312","280760","2023-08",1
"2313","291790","2023-08",1
"2314","280020","2023-09",5
"2315","280030","2023-09",17
"2316","280040","2023-09",1
"2317","280060","2023-09",1
"2318","280067","2023-09",6
"2319","280110","2023-09",1
"2320","280120","2023-09",1
"2321","280130","2023-09",2
"2322","280170","2023-09",2
"2323","280210","2023-09",9
"2324","280230","2023-09",1
"2325","280280","2023-09",2
"2326","280290","2023-09",6
"2327","280300","2023-09",3
"2328","280350","2023-09",6
"2329","280370","2023-09",1
"2330","280390","2023-09",1
"2331","280440","2023-09",1
"2332","280450","2023-09",1
"2333","280480","2023-09",3
"2334","280490","2023-09",1
"2335","280550","2023-09",1
"2336","280570","2023-09",1
"2337","280590","2023-09",1
"2338","280620","2023-09",1
"2339","280630","2023-09",3
"2340","280670","2023-09",2
"2341","280680","2023-09",1
"2342","280710","2023-09",4
"2343","280720","2023-09",1
"2344","280740","2023-09",2
"2345","280750","2023-09",2
"2346","280760","2023-09",2
"2347","292420","2023-09",1
"2348","280020","2023-10",4
"2349","280030","2023-10",15
"2350","280040","2023-10",2
"2351","280067","2023-10",5
"2352","280070","2023-10",1
"2353","280100","2023-10",1
"2354","280110","2023-10",1
"2355","280130","2023-10",3
"2356","280170","2023-10",1
"2357","280210","2023-10",8
"2358","280280","2023-10",2
"2359","280290","2023-10",3
"2360","280300","2023-10",2
"2361","280350","2023-10",12
"2362","280360","2023-10",1
"2363","280390","2023-10",1
"2364","280400","2023-10",1
"2365","280440","2023-10",1
"2366","280460","2023-10",4
"2367","280480","2023-10",8
"2368","280580","2023-10",3
"2369","280590","2023-10",1
"2370","280620","2023-10",2
"2371","280650","2023-10",1
"2372","280670","2023-10",4
"2373","280700","2023-10",1
"2374","280720","2023-10",1
"2375","280740","2023-10",1
"2376","280750","2023-10",1
"2377","280760","2023-10",3
"2378","290920","2023-10",1
"2379","291650","2023-10",1
"2380","292380","2023-10",1
"2381","292700","2023-10",1
"2382","280020","2023-11",12
"2383","280030","2023-11",13
"2384","280040","2023-11",2
"2385","280060","2023-11",1
"2386","280067","2023-11",1
"2387","280120","2023-11",1
"2388","280130","2023-11",3
"2389","280150","2023-11",1
"2390","280200","2023-11",2
"2391","280210","2023-11",9
"2392","280230","2023-11",1
"2393","280280","2023-11",1
"2394","280290","2023-11",1
"2395","280300","2023-11",3
"2396","280340","2023-11",1
"2397","280350","2023-11",10
"2398","280370","2023-11",1
"2399","280400","2023-11",1
"2400","280410","2023-11",1
"2401","280450","2023-11",1
"2402","280470","2023-11",1
"2403","280480","2023-11",11
"2404","280490","2023-11",2
"2405","280550","2023-11",1
"2406","280580","2023-11",1
"2407","280590","2023-11",3
"2408","280600","2023-11",1
"2409","280630","2023-11",3
"2410","280660","2023-11",1
"2411","280670","2023-11",3
"2412","280710","2023-11",2
"2413","280740","2023-11",1
"2414","280760","2023-11",2
"2415","290860","2023-11",1
"2416","270750","2023-12",1
"2417","280020","2023-12",18
"2418","280030","2023-12",13
"2419","280060","2023-12",1
"2420","280067","2023-12",4
"2421","280100","2023-12",2
"2422","280120","2023-12",2
"2423","280130","2023-12",4
"2424","280200","2023-12",1
"2425","280210","2023-12",10
"2426","280280","2023-12",2
"2427","280290","2023-12",4
"2428","280300","2023-12",1
"2429","280320","2023-12",1
"2430","280330","2023-12",1
"2431","280350","2023-12",5
"2432","280380","2023-12",1
"2433","280390","2023-12",1
"2434","280430","2023-12",2
"2435","280460","2023-12",1
"2436","280470","2023-12",1
"2437","280480","2023-12",4
"2438","280530","2023-12",1
"2439","280570","2023-12",1
"2440","280600","2023-12",1
"2441","280630","2023-12",1
"2442","280670","2023-12",1
"2443","280680","2023-12",1
"2444","280690","2023-12",2
"2445","280710","2023-12",6
"2446","280720","2023-12",2
"2447","280740","2023-12",1
"2448","280750","2023-12",2
"2449","280760","2023-12",3
"2450","291790","2023-12",1
"2451","292380","2023-12",1
"2452","270750","2024-01",1
"2453","280020","2024-01",15
"2454","280030","2024-01",22
"2455","280040","2024-01",3
"2456","280050","2024-01",2
"2457","280067","2024-01",2
"2458","280100","2024-01",3
"2459","280120","2024-01",3
"2460","280130","2024-01",3
"2461","280150","2024-01",1
"2462","280160","2024-01",1
"2463","280170","2024-01",3
"2464","280190","2024-01",2
"2465","280210","2024-01",13
"2466","280250","2024-01",1
"2467","280280","2024-01",1
"2468","280290","2024-01",7
"2469","280300","2024-01",5
"2470","280320","2024-01",4
"2471","280350","2024-01",13
"2472","280370","2024-01",1
"2473","280430","2024-01",1
"2474","280450","2024-01",2
"2475","280480","2024-01",6
"2476","280510","2024-01",1
"2477","280520","2024-01",1
"2478","280590","2024-01",1
"2479","280620","2024-01",1
"2480","280630","2024-01",2
"2481","280710","2024-01",3
"2482","280740","2024-01",2
"2483","290860","2024-01",1
"2484","270750","2024-02",1
"2485","280020","2024-02",18
"2486","280030","2024-02",15
"2487","280050","2024-02",1
"2488","280060","2024-02",1
"2489","280067","2024-02",1
"2490","280070","2024-02",1
"2491","280100","2024-02",2
"2492","280120","2024-02",1
"2493","280130","2024-02",1
"2494","280140","2024-02",2
"2495","280160","2024-02",1
"2496","280170","2024-02",1
"2497","280210","2024-02",8
"2498","280220","2024-02",1
"2499","280230","2024-02",1
"2500","280270","2024-02",2
"2501","280280","2024-02",2
"2502","280290","2024-02",3
"2503","280300","2024-02",3
"2504","280320","2024-02",4
"2505","280340","2024-02",2
"2506","280350","2024-02",8
"2507","280360","2024-02",1
"2508","280390","2024-02",1
"2509","280410","2024-02",1
"2510","280440","2024-02",1
"2511","280450","2024-02",2
"2512","280480","2024-02",6
"2513","280540","2024-02",1
"2514","280560","2024-02",2
"2515","280570","2024-02",3
"2516","280580","2024-02",1
"2517","280590","2024-02",1
"2518","280600","2024-02",1
"2519","280610","2024-02",1
"2520","280630","2024-02",1
"2521","280670","2024-02",2
"2522","280680","2024-02",2
"2523","280710","2024-02",13
"2524","280740","2024-02",1
"2525","280750","2024-02",2
"2526","291650","2024-02",1
"2527","280020","2024-03",16
"2528","280030","2024-03",17
"2529","280060","2024-03",1
"2530","280067","2024-03",3
"2531","280070","2024-03",1
"2532","280120","2024-03",1
"2533","280130","2024-03",3
"2534","280150","2024-03",1
"2535","280190","2024-03",1
"2536","280200","2024-03",1
"2537","280210","2024-03",17
"2538","280230","2024-03",1
"2539","280280","2024-03",6
"2540","280290","2024-03",2
"2541","280320","2024-03",3
"2542","280350","2024-03",8
"2543","280390","2024-03",1
"2544","280430","2024-03",1
"2545","280470","2024-03",1
"2546","280480","2024-03",10
"2547","280520","2024-03",1
"2548","280550","2024-03",2
"2549","280570","2024-03",3
"2550","280580","2024-03",1
"2551","280590","2024-03",1
"2552","280600","2024-03",1
"2553","280620","2024-03",2
"2554","280630","2024-03",2
"2555","280670","2024-03",2
"2556","280710","2024-03",2
"2557","280760","2024-03",2
"2558","292740","2024-03",1
"2559","292905","2024-03",1
"2560","354850","2024-03",1
"2561","270290","2024-04",1
"2562","280020","2024-04",10
"2563","280030","2024-04",26
"2564","280060","2024-04",2
"2565","280067","2024-04",3
"2566","280130","2024-04",1
"2567","280190","2024-04",1
"2568","280210","2024-04",15
"2569","280260","2024-04",1
"2570","280280","2024-04",2
"2571","280310","2024-04",1
"2572","280330","2024-04",2
"2573","280350","2024-04",9
"2574","280360","2024-04",1
"2575","280390","2024-04",2
"2576","280420","2024-04",1
"2577","280460","2024-04",1
"2578","280480","2024-04",5
"2579","280530","2024-04",2
"2580","280550","2024-04",2
"2581","280560","2024-04",2
"2582","280580","2024-04",1
"2583","280590","2024-04",3
"2584","280650","2024-04",2
"2585","280660","2024-04",1
"2586","280670","2024-04",3
"2587","280710","2024-04",7
"2588","280740","2024-04",5
"2589","280760","2024-04",2
"2590","291650","2024-04",1
"2591","280020","2024-05",13
"2592","280030","2024-05",21
"2593","280060","2024-05",2
"2594","280067","2024-05",2
"2595","280120","2024-05",2
"2596","280130","2024-05",3
"2597","280210","2024-05",5
"2598","280290","2024-05",6
"2599","280300","2024-05",2
"2600","280320","2024-05",2
"2601","280330","2024-05",1
"2602","280350","2024-05",10
"2603","280360","2024-05",3
"2604","280370","2024-05",1
"2605","280390","2024-05",2
"2606","280410","2024-05",1
"2607","280430","2024-05",1
"2608","280480","2024-05",11
"2609","280510","2024-05",1
"2610","280590","2024-05",1
"2611","280620","2024-05",2
"2612","280630","2024-05",2
"2613","280650","2024-05",1
"2614","280670","2024-05",4
"2615","280680","2024-05",2
"2616","280710","2024-05",2
"2617","280740","2024-05",3
"2618","280750","2024-05",1
"2619","280760","2024-05",2
"2620","292380","2024-05",1
"2621","270750","2024-06",1
"2622","280020","2024-06",15
"2623","280030","2024-06",29
"2624","280060","2024-06",1
"2625","280067","2024-06",2
"2626","280070","2024-06",1
"2627","280100","2024-06",1
"2628","280120","2024-06",1
"2629","280130","2024-06",7
"2630","280170","2024-06",1
"2631","280210","2024-06",5
"2632","280230","2024-06",1
"2633","280240","2024-06",1
"2634","280290","2024-06",2
"2635","280300","2024-06",2
"2636","280320","2024-06",2
"2637","280340","2024-06",1
"2638","280350","2024-06",7
"2639","280360","2024-06",1
"2640","280370","2024-06",2
"2641","280400","2024-06",1
"2642","280420","2024-06",1
"2643","280430","2024-06",1
"2644","280460","2024-06",1
"2645","280480","2024-06",12
"2646","280490","2024-06",2
"2647","280510","2024-06",2
"2648","280560","2024-06",2
"2649","280630","2024-06",2
"2650","280670","2024-06",3
"2651","280680","2024-06",1
"2652","280710","2024-06",10
"2653","280740","2024-06",4
"2654","280750","2024-06",3
"2655","280760","2024-06",2
"2656","290860","2024-06",1
"2657","291790","2024-06",1
"2658","270820","2024-07",1
"2659","280020","2024-07",8
"2660","280030","2024-07",21
"2661","280040","2024-07",1
"2662","280050","2024-07",2
"2663","280067","2024-07",5
"2664","280070","2024-07",1
"2665","280120","2024-07",1
"2666","280130","2024-07",1
"2667","280140","2024-07",3
"2668","280170","2024-07",6
"2669","280210","2024-07",10
"2670","280220","2024-07",1
"2671","280280","2024-07",2
"2672","280290","2024-07",1
"2673","280300","2024-07",3
"2674","280350","2024-07",3
"2675","280370","2024-07",1
"2676","280390","2024-07",2
"2677","280445","2024-07",1
"2678","280450","2024-07",2
"2679","280460","2024-07",1
"2680","280480","2024-07",10
"2681","280510","2024-07",2
"2682","280530","2024-07",1
"2683","280540","2024-07",1
"2684","280560","2024-07",1
"2685","280570","2024-07",2
"2686","280580","2024-07",1
"2687","280590","2024-07",1
"2688","280600","2024-07",1
"2689","280620","2024-07",1
"2690","280630","2024-07",1
"2691","280670","2024-07",3
"2692","280690","2024-07",1
"2693","280710","2024-07",7
"2694","280740","2024-07",4
"2695","280750","2024-07",4
"2696","280760","2024-07",3
"2697","290190","2024-07",1
"2698","291080","2024-07",1
"2699","280020","2024-08",9
"2700","280030","2024-08",25
"2701","280040","2024-08",2
"2702","280050","2024-08",1
"2703","280067","2024-08",3
"2704","280120","2024-08",3
"2705","280130","2024-08",7
"2706","280170","2024-08",3
"2707","280210","2024-08",7
"2708","280230","2024-08",1
"2709","280270","2024-08",1
"2710","280280","2024-08",2
"2711","280290","2024-08",8
"2712","280300","2024-08",3
"2713","280320","2024-08",1
"2714","280340","2024-08",1
"2715","280350","2024-08",3
"2716","280360","2024-08",1
"2717","280450","2024-08",5
"2718","280480","2024-08",7
"2719","280490","2024-08",1
"2720","280550","2024-08",3
"2721","280560","2024-08",1
"2722","280570","2024-08",2
"2723","280580","2024-08",1
"2724","280600","2024-08",1
"2725","280620","2024-08",1
"2726","280650","2024-08",1
"2727","280670","2024-08",6
"2728","280710","2024-08",3
"2729","280740","2024-08",4
"2730","280750","2024-08",3
"2731","280760","2024-08",2
"2732","291790","2024-08",1
"2733","292380","2024-08",1
"2734","270820","2024-09",1
"2735","280020","2024-09",8
"2736","280030","2024-09",17
"2737","280040","2024-09",2
"2738","280060","2024-09",1
"2739","280067","2024-09",5
"2740","280070","2024-09",2
"2741","280130","2024-09",4
"2742","280160","2024-09",2
"2743","280210","2024-09",3
"2744","280220","2024-09",2
"2745","280240","2024-09",1
"2746","280280","2024-09",1
"2747","280290","2024-09",2
"2748","280300","2024-09",2
"2749","280310","2024-09",1
"2750","280320","2024-09",1
"2751","280330","2024-09",1
"2752","280340","2024-09",2
"2753","280350","2024-09",10
"2754","280370","2024-09",1
"2755","280380","2024-09",1
"2756","280430","2024-09",1
"2757","280440","2024-09",1
"2758","280450","2024-09",1
"2759","280480","2024-09",6
"2760","280540","2024-09",2
"2761","280550","2024-09",1
"2762","280570","2024-09",2
"2763","280580","2024-09",1
"2764","280590","2024-09",3
"2765","280600","2024-09",1
"2766","280630","2024-09",2
"2767","280650","2024-09",1
"2768","280670","2024-09",6
"2769","280710","2024-09",3
"2770","280740","2024-09",3
"2771","280750","2024-09",1
"2772","280760","2024-09",2
"2773","291790","2024-09",1
"2774","270320","2024-10",1
"2775","280020","2024-10",6
"2776","280030","2024-10",8
"2777","280040","2024-10",2
"2778","280060","2024-10",3
"2779","280067","2024-10",4
"2780","280130","2024-10",1
"2781","280140","2024-10",2
"2782","280170","2024-10",2
"2783","280210","2024-10",5
"2784","280260","2024-10",1
"2785","280300","2024-10",4
"2786","280310","2024-10",1
"2787","280320","2024-10",1
"2788","280350","2024-10",3
"2789","280370","2024-10",2
"2790","280410","2024-10",2
"2791","280445","2024-10",1
"2792","280480","2024-10",7
"2793","280510","2024-10",1
"2794","280520","2024-10",1
"2795","280560","2024-10",1
"2796","280590","2024-10",3
"2797","280630","2024-10",3
"2798","280640","2024-10",2
"2799","280650","2024-10",1
"2800","280670","2024-10",3
"2801","280700","2024-10",1
"2802","280710","2024-10",3
"2803","280740","2024-10",1
"2804","280750","2024-10",1
"2805","280760","2024-10",2
"2806","290920","2024-10",1
"2807","280020","2024-11",3
"2808","280030","2024-11",6
"2809","280067","2024-11",1
"2810","280140","2024-11",1
"2811","280200","2024-11",1
"2812","280210","2024-11",3
"2813","280300","2024-11",2
"2814","280480","2024-11",2
"2815","280590","2024-11",2
"2816","280710","2024-11",2
"2817","500110","2024-11",1
"2818","280020","2024-12",2
"2819","280030","2024-12",6
"2820","280210","2024-12",4
"2821","280300","2024-12",1
